"NC Code
(7-stellig)","NC Code
(5-stellig)",NC-Bezeichnung,"Raum-
bezeichnung",Raumtyp,"Anzahl
Räume
(Summe)","230 V, 16 A","230 V, 32 A","NEA 230 V, 16 A",400 V / 16 A,400 V / 32 A,400 V / 63 A,NEA (400V/16A) PHYF,EDV RJ45,PE Erdungsschiene,Strombedarf (Leist.) in kW,Strombedarf (Gleichzeitigkeit) in kW,Steckdosen 230V 16A,Steckdosen 400V 16A,sep. Kreislauf,EDV (RJ45),USV,Not-Aus,SI,Schalter,Pot.-Ausgleich,Leistungsstabilität,Überspannungsschutz,Druckluft (CA),Stickstoff (N2),Kohlenstoffdioxid (CO2),Reinstgase nicht näher genannt ,Schutzgas nicht näher genannt Ringleitung (Druckminderer),Vakuum,CA-Netz,SA,Propan,N² (fl.),H² (fl.),LPG,Butan,Methan,CA+,N² (Gas),He,Ar,CO²,O²,H² (gas),C2H2,Zahl,C2H4,(CN)2,Kr,Lachgas,Ne,NH3,Xe,lokal Medien,Laborwasser kalt,Laborwasser warm (Durchlauferhitzer),VE-Wasser,Reinstwasser,Laborabwasser,Kühlwasser Vor- und Rücklauf,Zisternenwasser,Eismaschine (inklusive Abwasser),WNC,WNH,WPC,WPH,WDC,WDH,RW,KWV,KWR,Dampf,Abwasser,Abluft Abzug 480 m³/h,Punktabsaugung 100 m³/h,Schnüffelabsaugung 25 m³/h,Pumpenabluft für Vakuumpumpen (z.T. mit Öl kontaminiert) 5m³/h,Gefahrstoffunterschrank unter Abzug 3 m³/h (24-h-Abluft),Gefahrstoffschrank 60 m³/h (24-h-Abluft),Gefahrstoffschrank 60 4 m³/h (24-h-Abluft) ,Gefahrstoffschrank 90 7 m³/h (24-h-Abluft) ,Gefahrstoffschrank 120 10 m³/h (24-h-Abluft) ,LAN / Daten Geschwindigkeit in Mbit/s,"Mindest-
fläche
m²",Mindesthöhe,"Zugangs-
bereich","Platzierungs-
beschränk.","Tragfähigkeit
Boden","Vibrations-
dämpfung",Status,Raumbeschreibung
4331103,43311,Kühlraum für wissenschaftliche Zwecke (nur Kühlung),Kühlraum,FN.4.4.1,4,8,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
4331104,43311,Kühlraum für wissenschaftliche Zwecke (nur Kühlung),Kühlraum,FN.7.2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
4521200,45212,Ladenraum,Verkaufsräume,VKR,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5111101,51111,Hör-/Lehrsaal anst. m. Exp.-Bühne und RLT 1,Hörsaal (HS 08),ZL_Hsflex,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5111102,51111,Hör-/Lehrsaal anst. m. Exp.-Bühne und RLT 1,Hörsaal (HS 09),ZL_Hsflex,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5111103,51111,Hör-/Lehrsaal anst. m. Exp.-Bühne und RLT 1,Hörsaal (HS 10),ZL_Hsflex,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5111104,51111,Hör-/Lehrsaal anst. m. Exp.-Bühne und RLT 1,Hörsaal Naturwissenschaften (HS 07),ZL_Hsflex,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5111105,51111,Hör-/Lehrsaal anst. m. Exp.-Bühne und RLT 1,Hörsaal Naturwissenschaften (HS 11),ZL_Hsflex,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5111106,51111,Hör-/Lehrsaal anst. m. Exp.-Bühne und RLT 1,Hörsaal Naturwissenschaften (HS 12),ZL_Hsflex,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5111107,51111,Hör-/Lehrsaal anst. m. Exp.-Bühne und RLT 1,Studentische Lehrfläche (Biologie),ZL_SEM01,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5111108,51111,Hör-/Lehrsaal anst. m. Exp.-Bühne und RLT 1,Studentische Lehrfläche (Physik),ZL_SEM01,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5113100,51131,Hör-/Lehrsaal anst. o. Exp.-Bühne und RLT 1,Hörsaal (ansteigende Ebenen),ZL_HS,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5211300,52113,Seminar-/ Unterrichtsraum mit Medien und RLT 1,Lounge,UB_09,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5221201,52212,Seminar-/ Unterrichtsgroßraum mit RLT 1,Seminarraum (Ebene 2 Bestand),ZL_SEM01,12,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5221202,52212,Seminar-/ Unterrichtsgroßraum mit RLT 1,Seminarraum (Neubau / Bestand),ZL_SEM01,13,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5221203,52212,Seminar-/ Unterrichtsgroßraum mit RLT 1,Seminarraum (Nähe Biologie),ZL_SEM01,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5221204,52212,Seminar-/ Unterrichtsgroßraum mit RLT 1,Seminarraum (Nähe Physik),ZL_SEM01,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5221205,52212,Seminar-/ Unterrichtsgroßraum mit RLT 1,Studentische Lehrfläche (Halle),ZL_studLF,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5331101,53311,Computer Pool/ CIP Pool mit RLT 2,Computerpraktikum / CIP-Pool,PS_CIP,1,39,0,0,0,0,0,0,11,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5331102,53311,Computer Pool/ CIP Pool mit RLT 2,Computerpraktikum / CIP-Pool,T.2,2,25,0,0,0,0,0,0,13,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5331103,53311,Computer Pool/ CIP Pool mit RLT 2,CAD/CAM Rechnerpool,VBW_15,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5331104,53311,Computer Pool/ CIP Pool mit RLT 2,Colearning Space,kein RT,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5351101,53511,Verhaltensbeobachtungsraum,Verhaltenbeobachtungsraum,1a_VB,6,8,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5351102,53511,Verhaltensbeobachtungsraum,Verhaltenbeobachtungsraum,1b_VB,10,12,0,0,0,0,0,0,6,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5351103,53511,Verhaltensbeobachtungsraum,Verhaltenbeobachtungsraum,2a_VB,4,8,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5351104,53511,Verhaltensbeobachtungsraum,Verhaltenbeobachtungsraum,2b_VB,5,12,0,0,0,0,0,0,6,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5351105,53511,Verhaltensbeobachtungsraum,Verhaltenbeobachtungsraum,3a_VB,2,12,0,0,0,0,0,0,6,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5351106,53511,Verhaltensbeobachtungsraum,Verhaltenbeobachtungsraum,3b_VB,3,12,0,0,0,0,0,0,6,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5351107,53511,Verhaltensbeobachtungsraum,Verhaltenbeobachtungsraum,4a_VB,1,12,0,0,0,0,0,0,6,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5351108,53511,Verhaltensbeobachtungsraum,Verhaltenbeobachtungsraum,4b_VB,4,12,0,0,0,0,0,0,6,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5351109,53511,Verhaltensbeobachtungsraum,Verhaltenbeobachtungsraum,5a_VB,1,20,0,0,0,0,0,0,6,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5351110,53511,Verhaltensbeobachtungsraum,Verhaltenbeobachtungsraum,5b_VB,10,20,0,0,0,0,0,0,6,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5351111,53511,Verhaltensbeobachtungsraum,CMLF Labor,PS_CMLF,1,28,0,0,0,0,0,0,6,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5361201,53612,Physikalisch-technischer Übungsraum mit RLT 1,Praktikumsraum,P.2,6,50,0,0,0,0,0,0,12,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5361202,53612,Physikalisch-technischer Übungsraum mit RLT 1,Praktikumsraum,P.2.1,2,39,0,0,0,0,0,0,11,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,,,,,,,,Zu Erledigen,
5361203,53612,Physikalisch-technischer Übungsraum mit RLT 1,Praktikumsraum groß,P.2.2,4,44,0,0,0,0,0,0,12,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5361204,53612,Physikalisch-technischer Übungsraum mit RLT 1,Praktikumsraum Didaktik,P.2.3,4,40,0,0,1,0,0,0,10,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5362101,53621,Biologischer Übungsraum mit RLT 1,Großpraktika,PL.1,1,450,0,2,8,0,0,0,24,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,4,0,8,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5362102,53621,Biologischer Übungsraum mit RLT 1,Praktikum,PL.2,1,145,0,2,5,0,0,0,9,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,0,5,0,0,0,,,,,,,,,,,,4,0,0,0,8,0,0,0,0,,,,,,,,Zu Erledigen,
5362103,53621,Biologischer Übungsraum mit RLT 1,Praktikum einfach,PL.3,1,65,0,2,2,0,0,0,19,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,2,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5362104,53621,Biologischer Übungsraum mit RLT 1,Praktikum einfach trennbar,PL.3.1,1,80,0,2,2,0,0,0,18,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,2,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5362105,53621,Biologischer Übungsraum mit RLT 1,Labor neu NEURO-MA,PL.4,1,29,0,1,1,0,0,0,12,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5362106,53621,Biologischer Übungsraum mit RLT 1,Labor neu,PL.5,4,71,0,0,2,0,0,0,3,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,0,2,0,0,0,,,,,,,,,,,,2,0,0,0,4,0,0,0,0,,,,,,,,Zu Erledigen,
5374100,53741,Werkstatt Holz/ Kunststoff,Holzbearbeitung/Sägeraum,Wphy_09,1,4,0,0,3,2,0,0,0,0,,,,,,,,,,,,,,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,2,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5412101,54121,Leseraum mit RLT 1,Leseplätze,UB_03,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5412102,54121,Leseraum mit RLT 1,Gruppenarbeitsraum groß,UB_04,4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5412103,54121,Leseraum mit RLT 1,Gruppenarbeitsraum mittel,UB_05,8,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5412104,54121,Leseraum mit RLT 1,Arbeitsbox,UB_06,10,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5412105,54121,Leseraum mit RLT 1,Eltern-Kind-Raum,UB_07,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5412106,54121,Leseraum mit RLT 1,PC-Plätze,UB_08,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5412107,54121,Leseraum mit RLT 1,Infoterminal,UB_11,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5412108,54121,Leseraum mit RLT 1,Selbstverbucher,UB_12,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5412109,54121,Leseraum mit RLT 1,"Automaten, Selbstbedienungsterminal",UB_13,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5415101,54151,Freihandstellfläche mit RLT 1,Freihandbestand,UB_01,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
5415102,54151,Freihandstellfläche mit RLT 1,Testothek,UB_02,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
6111201,61112,U + B Raum/Arztsprechzimmer mit Waschtisch,Untersuchungsraum,1b_U+B,6,12,0,0,0,0,0,0,6,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
6111202,61112,U + B Raum/Arztsprechzimmer mit Waschtisch,Untersuchungsraum,2a_U+B,2,8,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
6111203,61112,U + B Raum/Arztsprechzimmer mit Waschtisch,Untersuchungsraum,3b_U+B,1,12,0,0,0,0,0,0,6,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
6111204,61112,U + B Raum/Arztsprechzimmer mit Waschtisch,Untersuchungsraum,4b_U+B,2,12,0,0,0,0,0,0,6,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
7111101,71111,Raum für Technik mit RLT 2,Technik REM/TEM,FN.12,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
7111102,71111,Raum für Technik mit RLT 2,Grauraum Reinraum,N.6,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
7122101,71221,DV-Großrechneranlagenraum mit RLT 2,Serverraum zur Datenanalyse und -sicherung,T.1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
7122102,71221,DV-Großrechneranlagenraum mit RLT 2,Serverraum,VBW_13,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
7195100,71951,"Versorgungsraum Strom für Geräte, Maschinen und Anlagen",Infrastukturfläche zu Reinraum Klasse FS100 / ISO 5,L.6,1,78,0,1,5,3,0,3,18,4,,,,,,,,,,,,,,6,6,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,6,0,0,,,,,,,,,,,,0,2,0,6,0,0,2,0,3,,,,,,,,Zu Erledigen,
7241301,72413,Versorgungsraum Gase,Gasflaschenlager,FN.6.1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
7241302,72413,Versorgungsraum Gase,Gasflaschenlager,N.3.1,5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
7241303,72413,Versorgungsraum Gase,Gasflaschenlager,N.3.2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
7831700,78317,Waschraum mit RLT 1,Waschraum,Wphy_16,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
7851200,78512,Putzraum mit Ausguß und RLT 1,Putzmittel,FN.12,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
7923100,79231,Personalschleuse mit hygienischen Anf. und RLT 1,Schleuse Reinraum,N.5,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Zu Erledigen,
